session_id,timestamp,scenario,audio_rms,audio_peak,audio_zcr,audio_spectral_centroid_hz,audio_mfcc_mean,audio_anomaly,accel_magnitude_mean,accel_std,accel_max,jerk_mean,motion_anomaly,speed_kmh,route_deviation_m,distance_from_safe_zone_m,hour_of_day,night,minutes_since_checkin,incident_history,user_trigger,user_reported_unsafe,distress_label,label_source
RN-01230,2026-08-28T15:18:21,social_shout_laughter,0.198,0.4921,0.2031,3009.6,-11.346,1,2.007,0.723,9.064,3.543,0,0.54,23.5,259.4,15,0,39.2,1,0,0,0,controlled_simulation
RN-00975,2026-08-10T14:26:30,exercise_running,0.0675,0.3077,0.0713,789.4,-23.544,0,6.833,2.194,11.674,10.067,0,11.87,53.1,114.1,14,0,31.5,2,0,0,0,controlled_simulation
RN-01085,2026-08-05T21:21:02,exercise_running,0.0593,0.3208,0.0897,2904.3,-13.637,0,6.553,1.961,16.457,9.435,0,12.84,18.4,88.7,21,0,18.5,1,0,0,0,controlled_simulation
RN-00515,2026-08-19T00:56:51,normal_night_walk,0.0606,0.2395,0.0553,2451.4,-10.684,0,3.874,0.712,9.454,2.893,0,5.14,26.0,250.9,0,1,21.9,0,0,0,0,controlled_simulation
RN-01551,2026-08-17T01:40:05,suspicious_night_deviation,0.0182,0.2618,0.0428,1769.9,-11.833,0,2.076,1.174,11.075,4.146,0,3.84,322.0,462.4,1,1,99.3,0,0,0,0,controlled_simulation
RN-01568,2026-08-17T02:03:14,suspicious_night_deviation,0.0688,0.0769,0.0672,1298.9,-17.031,0,3.981,1.124,8.608,5.87,0,3.09,524.6,433.9,2,1,46.7,0,0,0,0,controlled_simulation
RN-01811,2026-08-16T16:24:18,simulated_fall,0.1282,0.2366,0.0822,1225.0,-24.792,0,13.884,5.955,29.816,28.685,1,1.66,58.6,331.6,16,0,47.4,1,0,1,1,controlled_simulation
RN-01574,2026-08-28T03:04:58,suspicious_night_deviation,0.0317,0.1478,0.16,1551.8,-16.197,0,2.586,1.225,9.865,1.82,0,6.31,425.5,393.2,3,1,63.7,2,0,0,0,controlled_simulation
RN-00045,2026-08-16T10:09:00,normal_day_walk,0.0739,0.1117,0.0797,2165.7,-23.175,0,2.38,1.295,7.057,3.777,0,7.0,14.6,47.2,10,0,24.0,0,0,0,0,controlled_simulation
RN-01687,2026-08-05T22:28:53,simulated_help_call,0.2012,0.8186,0.2722,4162.7,-17.475,1,3.424,1.074,7.44,1.554,0,5.67,222.5,351.6,22,1,131.4,1,0,1,1,controlled_simulation
RN-00169,2026-08-03T22:34:52,normal_day_walk,0.0426,0.076,0.0323,1274.2,-23.16,0,3.327,0.485,7.02,4.544,0,5.82,35.3,120.1,22,1,42.9,0,0,0,0,controlled_simulation
RN-00304,2026-08-22T17:34:14,normal_day_walk,0.0404,0.067,0.0901,1934.4,-23.014,0,2.539,0.395,5.464,4.441,0,1.6,0.0,5.0,17,0,5.4,0,0,0,0,controlled_simulation
RN-00991,2026-08-08T18:10:06,exercise_running,0.097,0.2215,0.0678,2666.6,-15.048,0,7.789,2.117,12.514,7.345,0,13.67,21.1,264.9,18,0,30.9,0,0,0,0,controlled_simulation
RN-00556,2026-08-23T00:03:03,normal_night_walk,0.0316,0.1807,0.1341,1373.8,-16.716,0,1.523,0.996,4.716,4.968,0,4.52,17.4,360.3,0,1,1.0,0,0,0,0,controlled_simulation
RN-01925,2026-08-24T14:01:52,manual_sos_simulation,0.082,0.126,0.102,2199.5,-21.311,0,3.549,2.5,8.765,3.083,0,6.42,41.6,439.1,14,0,73.6,0,1,1,1,controlled_simulation
RN-00608,2026-08-05T05:00:12,normal_night_walk,0.0687,0.2337,0.0771,2252.6,-22.521,0,3.393,1.462,10.043,3.34,0,5.33,21.2,20.0,5,0,43.4,0,0,0,0,controlled_simulation
RN-01619,2026-08-25T02:42:48,suspicious_night_deviation,0.0602,0.0696,0.0875,1316.9,-18.256,0,4.188,1.438,10.49,2.38,0,5.08,467.6,418.2,2,1,89.2,1,0,0,0,controlled_simulation
RN-00758,2026-08-06T07:43:33,normal_commute,0.0506,0.2289,0.1092,1773.1,-22.146,0,2.675,1.313,2.764,2.537,0,4.0,6.8,57.7,7,0,6.4,1,0,0,0,controlled_simulation
RN-00439,2026-08-25T20:08:30,normal_night_walk,0.0467,0.0951,0.0832,2367.6,-28.761,0,3.701,0.813,9.696,1.448,0,4.68,52.3,137.5,20,0,17.7,0,0,0,0,controlled_simulation
RN-00583,2026-08-13T01:29:04,normal_night_walk,0.0654,0.253,0.069,2280.6,-18.308,0,3.758,1.944,6.324,3.478,0,5.58,47.8,126.9,1,1,46.4,0,0,0,0,controlled_simulation
RN-01519,2026-08-30T00:47:03,suspicious_night_deviation,0.0608,0.2079,0.0807,1574.8,-20.24,0,4.03,1.421,8.539,4.812,0,3.46,407.3,346.6,0,1,56.5,1,0,0,0,controlled_simulation
RN-00528,2026-08-24T03:31:07,normal_night_walk,0.0529,0.1661,0.0838,2163.1,-11.017,0,0.635,0.986,4.793,3.265,0,6.35,56.2,203.2,3,1,45.3,1,0,0,0,controlled_simulation
RN-00343,2026-08-23T18:10:34,normal_day_walk,0.0779,0.2237,0.0765,1411.1,-15.569,0,4.009,1.295,7.178,1.724,0,3.15,7.8,191.3,18,0,1.0,0,0,0,0,controlled_simulation
RN-01737,2026-08-26T00:23:41,simulated_help_call,0.3959,0.7744,0.2055,3239.4,-7.416,1,1.833,1.125,7.438,2.315,0,7.29,449.4,444.0,0,1,47.6,0,0,1,1,controlled_simulation
RN-00368,2026-08-30T15:30:03,normal_day_walk,0.0501,0.2346,0.1101,1383.4,-15.587,0,3.181,1.498,10.13,4.439,0,6.93,27.1,9.1,15,0,9.9,0,0,0,0,controlled_simulation
RN-00186,2026-08-03T10:22:15,normal_day_walk,0.0367,0.2172,0.0793,1987.0,-21.681,0,3.302,1.165,11.402,1.477,0,6.36,13.9,5.0,10,0,1.0,1,0,0,0,controlled_simulation
RN-01117,2026-08-16T11:35:07,exercise_running,0.0792,0.2913,0.0555,1602.9,-21.144,0,6.003,1.478,11.245,10.244,0,9.9,7.3,5.0,11,0,12.6,0,0,0,0,controlled_simulation
RN-01755,2026-08-19T09:03:20,simulated_fall,0.0409,0.3622,0.0935,1807.5,-18.505,0,18.956,3.397,28.856,25.254,1,3.85,216.6,80.3,9,0,94.5,0,0,1,1,controlled_simulation
RN-01426,2026-08-07T20:11:49,sudden_phone_drop,0.0583,0.2345,0.0765,2144.2,-16.721,0,13.158,4.128,29.77,10.223,1,1.98,23.1,134.1,20,0,50.3,0,0,0,0,controlled_simulation
RN-00301,2026-08-16T18:52:19,normal_day_walk,0.0313,0.1808,0.0983,1806.7,-12.294,0,4.983,1.303,4.049,0.4,0,3.47,22.4,146.1,18,0,1.0,1,0,0,0,controlled_simulation
RN-01904,2026-08-30T23:24:11,simulated_distress_combined,0.3967,1.0,0.2121,2779.3,-10.563,1,21.719,7.728,28.853,28.149,1,7.56,499.0,718.6,23,1,150.8,0,0,1,1,controlled_simulation
RN-00833,2026-08-12T18:53:59,normal_commute,0.0516,0.0967,0.1102,1912.4,-21.985,0,3.147,1.193,4.939,3.483,0,14.83,0.0,111.6,18,0,61.9,0,0,0,0,controlled_simulation
RN-00544,2026-08-10T21:42:29,normal_night_walk,0.0608,0.0868,0.0815,1943.3,-28.057,0,3.137,0.691,5.264,4.975,0,4.4,28.9,199.4,21,0,4.7,0,0,0,0,controlled_simulation
RN-01601,2026-08-19T02:48:54,suspicious_night_deviation,0.0681,0.1284,0.0491,2731.3,-13.856,0,0.977,0.51,7.464,2.296,0,4.05,413.0,557.3,2,1,53.7,3,0,0,0,controlled_simulation
RN-00351,2026-08-07T12:18:17,normal_day_walk,0.0578,0.1405,0.0843,2270.6,-16.034,0,3.905,1.034,5.515,3.079,0,5.88,39.0,45.1,12,0,15.1,0,0,0,0,controlled_simulation
RN-01933,2026-08-22T23:22:44,manual_sos_simulation,0.0698,0.2909,0.0574,2906.4,-4.104,0,3.186,0.882,4.626,3.776,0,5.08,224.4,100.2,23,1,71.3,0,1,1,1,controlled_simulation
RN-01511,2026-08-24T01:27:00,suspicious_night_deviation,0.0595,0.04,0.117,1442.7,-22.493,0,3.589,0.792,3.655,5.037,0,4.27,439.2,378.4,1,1,67.2,0,0,0,0,controlled_simulation
RN-00979,2026-08-05T18:06:08,exercise_running,0.0678,0.3853,0.0672,2374.3,-14.867,0,6.821,1.833,7.0,10.364,0,11.89,33.1,20.8,18,0,41.7,0,0,0,0,controlled_simulation
RN-00176,2026-08-10T12:17:55,normal_day_walk,0.0672,0.2192,0.1042,2243.4,-22.91,0,2.968,1.301,6.213,2.688,0,4.8,7.0,93.5,12,0,44.8,1,0,0,0,controlled_simulation
RN-00483,2026-08-28T20:23:23,normal_night_walk,0.0729,0.2204,0.1111,2803.2,-26.463,0,3.556,0.576,8.681,3.755,0,0.71,16.2,105.8,20,0,41.5,0,0,0,0,controlled_simulation
RN-01413,2026-08-05T08:50:43,sudden_phone_drop,0.0532,0.1936,0.0512,2342.3,-14.215,0,18.045,4.541,23.738,16.272,1,6.02,21.3,60.4,8,0,56.6,0,0,0,0,controlled_simulation
RN-01611,2026-08-02T23:20:00,suspicious_night_deviation,0.0489,0.1333,0.0695,2729.5,-19.002,0,2.814,1.093,8.144,2.952,0,5.94,345.6,652.9,23,1,120.3,2,0,0,0,controlled_simulation
RN-00124,2026-08-16T17:19:39,normal_day_walk,0.0593,0.1738,0.0826,2613.5,-24.702,0,2.813,1.379,7.028,2.632,0,4.51,14.7,73.9,17,0,33.7,1,0,0,0,controlled_simulation
RN-00600,2026-08-29T02:44:54,normal_night_walk,0.0699,0.1846,0.1016,1763.0,-15.998,0,4.521,0.548,4.12,3.924,0,5.32,9.8,109.3,2,1,19.9,0,0,0,0,controlled_simulation
RN-01795,2026-08-27T14:53:45,simulated_fall,0.1283,0.4451,0.1004,2101.2,-17.358,0,21.291,4.796,29.175,18.103,1,3.84,30.0,118.9,14,0,88.9,0,0,0,1,controlled_simulation
RN-01746,2026-08-19T23:42:09,simulated_help_call,0.16,0.8229,0.2192,3505.4,-5.106,1,3.742,0.663,9.002,1.639,0,2.62,285.6,331.1,23,1,47.0,1,0,0,1,controlled_simulation
RN-01379,2026-08-30T15:35:35,minor_route_deviation,0.0831,0.1373,0.0647,2210.5,-19.329,0,3.976,0.997,7.731,3.715,0,4.99,138.0,80.0,15,0,2.0,1,0,0,0,controlled_simulation
RN-01186,2026-08-06T07:48:45,social_shout_laughter,0.2376,0.7855,0.1491,3374.8,-19.108,1,2.625,1.305,7.773,2.34,0,4.81,16.2,186.9,7,0,36.9,1,0,0,0,controlled_simulation
RN-00486,2026-08-23T20:45:15,normal_night_walk,0.0455,0.2392,0.0944,1215.2,-23.642,0,4.174,0.918,6.014,3.89,0,2.62,30.9,153.8,20,0,61.7,0,0,0,0,controlled_simulation
RN-00332,2026-08-12T16:20:01,normal_day_walk,0.0619,0.1104,0.0609,2267.3,-9.146,0,4.017,1.204,8.259,1.866,0,4.15,11.8,317.8,16,0,1.0,0,0,0,0,controlled_simulation
RN-00789,2026-08-25T08:30:47,normal_commute,0.0401,0.1384,0.1124,2275.0,-22.506,0,3.023,1.305,8.141,1.732,0,25.34,30.9,109.7,8,0,11.2,0,0,0,0,controlled_simulation
RN-00195,2026-08-03T15:48:29,normal_day_walk,0.0656,0.1089,0.0811,2191.3,-17.341,0,2.73,1.373,9.605,2.915,0,2.96,36.6,80.9,15,0,61.2,0,0,0,0,controlled_simulation
RN-00638,2026-08-19T04:15:53,normal_night_walk,0.0729,0.2591,0.0783,1931.2,-20.617,0,2.717,0.352,6.15,3.657,0,8.31,27.1,238.6,4,1,6.7,1,0,0,0,controlled_simulation
RN-00472,2026-08-23T23:24:16,normal_night_walk,0.0705,0.0867,0.1144,1786.9,-27.419,0,2.459,1.259,9.952,0.4,0,6.19,0.0,178.0,23,1,18.6,2,0,0,0,controlled_simulation
RN-01714,2026-08-30T01:24:36,simulated_help_call,0.3205,0.8201,0.1968,3142.2,-17.118,1,2.872,1.455,6.576,3.783,0,5.83,350.9,192.6,1,1,56.3,0,0,0,1,controlled_simulation
RN-00323,2026-08-28T15:08:29,normal_day_walk,0.0633,0.1393,0.107,1093.2,-17.437,0,3.622,1.036,2.5,2.418,0,2.54,10.4,110.9,15,0,32.4,1,0,0,0,controlled_simulation
RN-01197,2026-08-27T10:40:38,social_shout_laughter,0.1996,0.6643,0.0858,2740.4,-14.738,1,4.915,0.564,7.447,5.222,0,4.08,24.7,90.6,10,0,42.5,0,0,0,0,controlled_simulation
RN-00267,2026-08-04T06:14:41,normal_day_walk,0.059,0.1781,0.0733,1655.0,-15.588,0,3.394,1.275,6.245,4.759,0,2.98,6.1,45.6,6,0,11.5,0,0,0,0,controlled_simulation
RN-01544,2026-08-25T00:21:16,suspicious_night_deviation,0.0476,0.1984,0.0885,1411.4,-16.549,0,1.778,0.944,8.081,3.157,0,4.01,505.7,250.0,0,1,87.5,1,0,0,0,controlled_simulation
RN-01804,2026-08-26T18:39:23,simulated_fall,0.1391,0.3451,0.1143,1958.0,-18.013,0,14.53,6.188,26.466,18.623,1,6.48,303.3,93.1,18,0,43.4,0,0,0,1,controlled_simulation
RN-00068,2026-08-25T13:56:08,normal_day_walk,0.0509,0.0685,0.0653,2495.9,-16.781,0,2.378,1.179,10.138,6.371,0,7.6,16.9,122.3,13,0,4.9,0,0,0,0,controlled_simulation
RN-01738,2026-08-28T23:46:40,simulated_help_call,0.2629,0.8115,0.1718,3243.2,-7.675,1,2.932,1.579,5.374,1.483,0,2.89,416.7,529.4,23,1,48.8,0,0,1,1,controlled_simulation
RN-01593,2026-08-21T02:39:51,suspicious_night_deviation,0.0411,0.1337,0.0832,1481.6,-17.167,0,2.682,0.873,7.115,2.722,0,5.72,289.1,637.2,2,1,84.9,2,0,0,0,controlled_simulation
RN-01564,2026-08-21T00:48:45,suspicious_night_deviation,0.0529,0.1735,0.0633,1722.8,-8.867,0,3.802,1.291,5.493,2.507,0,4.82,410.4,719.1,0,1,44.0,1,0,0,0,controlled_simulation
RN-00481,2026-08-04T00:21:13,normal_night_walk,0.0571,0.2064,0.0643,700.0,-14.756,0,3.624,0.773,5.549,3.858,0,2.54,6.5,226.7,0,1,32.1,0,0,0,0,controlled_simulation
RN-01757,2026-08-21T21:36:01,simulated_fall,0.0941,0.1698,0.0664,2469.5,-17.204,0,17.844,3.842,27.795,14.17,1,5.38,133.9,180.6,21,0,80.5,1,0,0,1,controlled_simulation
RN-01913,2026-08-20T03:57:30,simulated_distress_combined,0.3783,0.7687,0.1989,3459.5,-8.706,1,24.31,6.874,33.218,30.679,1,10.29,525.3,586.1,3,1,124.8,0,0,1,1,controlled_simulation
RN-01441,2026-08-13T11:34:24,sudden_phone_drop,0.0595,0.2834,0.1093,1486.7,-17.744,0,17.064,4.731,17.739,28.0,1,7.37,3.1,175.9,11,0,8.9,0,0,0,0,controlled_simulation
RN-01461,2026-08-21T15:20:51,sudden_phone_drop,0.0687,0.234,0.0606,2176.3,-19.362,0,12.913,6.329,30.333,15.685,1,4.28,28.4,256.2,15,0,17.7,1,0,0,0,controlled_simulation
RN-00888,2026-08-08T19:53:09,normal_commute,0.0761,0.1677,0.0897,1417.4,-23.856,0,3.803,1.267,8.6,2.991,0,13.92,50.7,112.8,19,0,1.0,0,0,0,0,controlled_simulation
RN-00423,2026-08-06T23:47:35,normal_night_walk,0.0443,0.1097,0.0931,1998.5,-19.534,0,1.968,1.616,5.944,4.776,0,6.07,31.9,178.5,23,1,43.1,0,0,0,0,controlled_simulation
RN-01675,2026-08-04T01:00:23,simulated_help_call,0.3093,0.7813,0.1887,3708.8,-12.559,1,2.719,0.873,5.942,4.108,0,4.23,354.1,277.3,1,1,75.9,0,0,0,1,controlled_simulation
RN-01450,2026-08-22T13:52:13,sudden_phone_drop,0.0612,0.1224,0.1053,1091.2,-19.946,0,22.0,3.42,24.232,21.924,1,4.22,32.7,52.3,13,0,26.4,1,0,0,0,controlled_simulation
RN-00765,2026-08-13T18:58:31,normal_commute,0.0957,0.3059,0.0604,2521.7,-19.219,0,4.36,0.822,6.145,2.006,0,17.33,38.9,66.4,18,0,20.4,1,0,0,0,controlled_simulation
RN-00520,2026-08-21T03:51:34,normal_night_walk,0.054,0.3533,0.0872,1937.2,-17.498,0,3.025,1.295,8.793,3.878,0,4.99,26.9,382.9,3,1,19.2,0,0,0,0,controlled_simulation
RN-01432,2026-08-28T17:44:03,sudden_phone_drop,0.0633,0.2402,0.0605,1755.4,-4.145,0,17.569,5.062,27.128,11.657,1,7.01,9.7,31.9,17,0,19.5,1,0,0,0,controlled_simulation
RN-00614,2026-08-13T20:41:03,normal_night_walk,0.0652,0.1761,0.091,1576.3,-14.836,0,1.914,1.25,6.962,3.637,0,8.6,15.5,126.8,20,0,1.0,1,0,0,0,controlled_simulation
RN-01531,2026-08-28T23:53:50,suspicious_night_deviation,0.0642,0.1945,0.1064,1613.8,-22.516,0,3.604,1.156,8.366,2.553,0,6.65,217.1,482.0,23,1,73.6,0,0,0,0,controlled_simulation
RN-01783,2026-08-04T11:04:53,simulated_fall,0.0888,0.4258,0.1003,2493.4,-13.23,0,15.889,4.832,31.516,24.949,1,5.96,110.0,229.7,11,0,22.1,1,0,0,1,controlled_simulation
RN-01659,2026-08-17T21:32:30,simulated_help_call,0.3152,0.8111,0.1966,3318.3,-18.231,1,5.053,1.261,12.231,2.236,0,9.79,212.1,538.4,21,0,99.8,0,0,1,1,controlled_simulation
RN-00454,2026-08-14T23:21:57,normal_night_walk,0.05,0.1201,0.0796,1303.1,-18.849,0,4.666,1.107,7.854,2.42,0,4.21,17.8,20.0,23,1,11.9,0,0,0,0,controlled_simulation
RN-00731,2026-08-25T08:58:06,normal_commute,0.0629,0.1865,0.0883,2388.7,-19.14,0,2.602,1.163,7.84,1.729,0,12.79,21.8,156.1,8,0,1.0,0,0,0,0,controlled_simulation
RN-00535,2026-08-07T20:31:12,normal_night_walk,0.0754,0.2965,0.0669,2697.6,-15.89,0,2.526,1.008,8.202,3.584,0,6.38,30.0,355.9,20,0,18.7,0,0,0,0,controlled_simulation
RN-00966,2026-08-21T10:52:00,exercise_running,0.0593,0.3676,0.1156,2476.1,-17.222,0,8.328,1.088,14.11,9.627,0,9.68,0.0,274.6,10,0,1.0,0,0,0,0,controlled_simulation
RN-01285,2026-08-08T18:08:18,minor_route_deviation,0.0433,0.2041,0.0979,1561.3,-13.631,0,3.148,0.828,7.585,3.148,0,8.05,80.9,194.6,18,0,1.0,0,0,0,0,controlled_simulation
RN-01740,2026-08-16T23:23:08,simulated_help_call,0.2395,0.7116,0.2052,2867.8,-11.055,1,2.715,0.861,6.671,4.289,0,5.2,201.9,423.2,23,1,37.1,0,0,1,1,controlled_simulation
RN-00262,2026-08-30T14:05:12,normal_day_walk,0.0345,0.1083,0.0818,1514.2,-23.355,0,3.115,1.276,9.623,3.728,0,5.96,0.0,119.7,14,0,30.5,0,0,0,0,controlled_simulation
RN-00536,2026-08-05T22:00:18,normal_night_walk,0.05,0.173,0.0354,2158.2,-26.37,0,3.885,0.702,7.908,3.839,0,4.69,4.5,323.1,22,1,32.6,1,0,0,0,controlled_simulation
RN-00969,2026-08-07T15:13:07,exercise_running,0.0888,0.3162,0.0868,1859.8,-18.727,0,5.676,2.28,13.02,8.716,0,12.24,22.2,123.7,15,0,39.1,0,0,0,0,controlled_simulation
RN-00241,2026-08-21T12:14:30,normal_day_walk,0.0518,0.1258,0.072,1773.7,-24.914,0,4.488,1.199,8.656,2.834,0,5.42,2.2,52.9,12,0,63.6,0,0,0,0,controlled_simulation
RN-00820,2026-08-29T08:49:37,normal_commute,0.0192,0.2057,0.092,1894.0,-9.81,0,3.271,0.919,5.425,3.015,0,17.36,38.3,116.9,8,0,12.3,0,0,0,0,controlled_simulation
RN-00693,2026-08-08T18:03:45,normal_commute,0.06,0.0952,0.02,1708.0,-18.451,0,2.835,0.877,5.528,3.043,0,9.84,52.2,312.1,18,0,1.0,0,0,0,0,controlled_simulation
RN-00421,2026-08-15T01:23:05,normal_night_walk,0.0862,0.0872,0.0714,2210.6,-10.501,0,4.654,0.744,7.498,2.412,0,4.16,39.9,139.5,1,1,10.9,0,0,0,0,controlled_simulation
RN-01086,2026-08-31T13:22:29,exercise_running,0.0819,0.4031,0.0707,1261.7,-19.923,0,7.554,2.346,14.368,10.808,0,12.56,5.1,172.6,13,0,1.0,0,0,0,0,controlled_simulation
RN-01999,2026-08-12T19:07:55,manual_sos_simulation,0.0529,0.2612,0.0831,821.5,-19.375,0,2.846,0.358,8.188,1.706,0,1.79,334.3,437.1,19,0,48.7,0,1,1,1,controlled_simulation
RN-00366,2026-08-17T19:17:23,normal_day_walk,0.0513,0.0477,0.0665,1350.8,-16.957,0,3.657,1.438,12.557,2.531,0,5.62,12.6,20.4,19,0,27.6,0,0,0,0,controlled_simulation
RN-01023,2026-08-06T10:43:35,exercise_running,0.0514,0.2627,0.0742,2259.8,-22.032,0,4.381,2.376,13.574,9.75,0,10.8,53.8,71.7,10,0,29.1,0,0,0,0,controlled_simulation
RN-01241,2026-08-02T15:00:22,social_shout_laughter,0.1785,0.666,0.1252,2963.3,-11.198,1,3.593,1.655,5.556,3.228,0,6.7,0.4,151.5,15,0,20.6,0,0,0,0,controlled_simulation
RN-00589,2026-08-22T21:28:42,normal_night_walk,0.0309,0.2071,0.1024,1952.3,-26.228,0,1.51,1.222,4.562,2.54,0,5.04,11.9,29.9,21,0,24.8,1,0,0,0,controlled_simulation
RN-00737,2026-08-14T08:56:38,normal_commute,0.0741,0.2786,0.0907,1602.9,-17.094,0,3.499,1.7,7.686,4.293,0,21.02,24.4,163.0,8,0,33.2,0,0,0,0,controlled_simulation
RN-01762,2026-08-28T07:08:29,simulated_fall,0.0617,0.4374,0.0729,1818.2,-13.43,0,19.698,4.444,29.713,22.751,1,7.18,154.3,180.1,7,0,77.1,0,0,1,1,controlled_simulation
RN-00942,2026-08-06T15:55:16,exercise_running,0.0903,0.2463,0.112,2034.4,-12.926,0,5.072,1.622,13.664,11.982,0,10.06,12.2,213.5,15,0,24.3,0,0,0,0,controlled_simulation
RN-00072,2026-08-17T15:57:07,normal_day_walk,0.0561,0.1826,0.03,1605.6,-17.927,0,3.12,1.101,10.938,0.4,0,3.77,37.3,125.2,15,0,48.2,1,0,0,0,controlled_simulation
RN-01408,2026-08-11T17:37:53,sudden_phone_drop,0.0446,0.2087,0.1036,2194.4,-18.847,0,15.228,4.379,23.271,15.634,1,3.54,25.3,17.0,17,0,1.0,0,0,0,0,controlled_simulation
RN-00260,2026-08-28T15:38:46,normal_day_walk,0.036,0.1374,0.0763,3404.3,-16.574,0,4.445,1.171,5.482,3.366,0,6.83,7.3,171.5,15,0,23.7,0,0,0,0,controlled_simulation
RN-00052,2026-08-25T06:38:52,normal_day_walk,0.0478,0.1971,0.0509,897.5,-27.309,0,3.446,0.701,6.538,4.725,0,5.46,10.9,83.5,6,0,30.6,0,0,0,0,controlled_simulation
RN-00199,2026-08-17T08:17:20,normal_day_walk,0.065,0.2274,0.0571,1315.2,-12.679,0,2.62,1.219,5.748,2.256,0,2.38,8.2,135.4,8,0,34.8,0,0,0,0,controlled_simulation
RN-01789,2026-08-06T12:52:28,simulated_fall,0.1522,0.4897,0.1074,1949.9,-22.852,0,15.636,3.586,29.46,24.657,1,8.23,201.4,135.1,12,0,42.4,1,0,0,1,controlled_simulation
RN-00651,2026-08-30T20:05:21,normal_night_walk,0.0295,0.2498,0.1011,1743.7,-12.129,0,3.237,1.078,3.625,3.089,0,1.5,39.0,115.9,20,0,31.3,0,0,0,0,controlled_simulation
RN-00333,2026-08-05T13:48:39,normal_day_walk,0.0542,0.2234,0.1098,2530.5,-8.98,0,3.558,0.832,5.881,4.186,0,9.37,19.4,271.6,13,0,11.7,1,0,0,0,controlled_simulation
RN-01360,2026-08-19T16:09:39,minor_route_deviation,0.0528,0.2185,0.0819,1310.7,-18.775,0,2.674,1.084,5.493,3.342,0,5.98,128.3,280.9,16,0,28.3,0,0,0,0,controlled_simulation
RN-00594,2026-08-07T22:57:02,normal_night_walk,0.0564,0.2226,0.0663,1254.0,-16.749,0,4.965,1.056,7.417,4.833,0,3.65,27.4,170.3,22,1,13.7,0,0,0,0,controlled_simulation
RN-01392,2026-08-15T14:52:06,minor_route_deviation,0.0558,0.1553,0.0741,1189.7,-20.541,0,3.639,1.017,4.019,3.983,0,5.54,120.5,251.3,14,0,59.3,0,0,0,0,controlled_simulation
RN-01801,2026-08-30T07:21:41,simulated_fall,0.1222,0.6205,0.0349,1684.3,-14.691,1,20.218,6.039,27.454,25.755,1,8.06,30.0,191.7,7,0,58.6,0,0,0,1,controlled_simulation
RN-01315,2026-08-24T13:22:42,minor_route_deviation,0.0582,0.2339,0.1182,3193.5,-20.46,0,1.926,0.888,10.777,3.04,0,7.15,76.1,220.8,13,0,23.9,0,0,0,0,controlled_simulation
RN-01112,2026-08-19T20:57:36,exercise_running,0.0895,0.2535,0.1048,2062.8,-11.708,0,6.173,2.681,15.266,6.847,0,11.57,6.9,231.1,20,0,43.4,0,0,0,0,controlled_simulation
RN-01007,2026-08-23T09:41:15,exercise_running,0.0942,0.3217,0.102,1549.2,-26.219,0,5.568,2.114,11.71,6.497,0,6.57,0.0,177.5,9,0,56.7,0,0,0,0,controlled_simulation
RN-01327,2026-08-20T07:00:40,minor_route_deviation,0.0427,0.2317,0.1529,2099.9,-20.753,0,3.464,1.539,8.936,2.168,0,6.39,139.2,319.4,7,0,30.6,0,0,0,0,controlled_simulation
RN-00427,2026-08-27T05:44:31,normal_night_walk,0.0559,0.1048,0.0834,1572.6,-18.644,0,3.423,1.115,6.42,2.934,0,6.4,6.9,414.6,5,0,16.7,0,0,0,0,controlled_simulation
RN-01559,2026-08-02T04:26:32,suspicious_night_deviation,0.0543,0.2848,0.0989,2018.5,-15.294,0,3.848,1.078,10.518,3.443,0,6.93,493.5,727.9,4,1,73.7,0,0,0,0,controlled_simulation
RN-01294,2026-08-15T17:44:58,minor_route_deviation,0.0469,0.2418,0.1209,2090.1,-17.815,0,3.422,2.265,6.897,4.845,0,7.2,134.3,251.1,17,0,28.2,0,0,0,0,controlled_simulation
RN-00591,2026-08-21T23:07:03,normal_night_walk,0.0563,0.2191,0.0626,2186.2,-11.418,0,2.989,1.012,4.058,3.648,0,4.23,19.2,77.7,23,1,18.1,1,0,0,0,controlled_simulation
RN-01958,2026-08-14T23:00:06,manual_sos_simulation,0.0621,0.1285,0.1351,827.1,-17.168,0,3.732,1.046,5.209,2.651,0,5.48,415.2,472.4,23,1,59.6,0,1,1,1,controlled_simulation
RN-01977,2026-08-18T06:43:57,manual_sos_simulation,0.0312,0.0908,0.069,1709.3,-14.175,0,4.099,0.999,3.1,2.124,0,3.93,138.5,490.3,6,0,62.1,0,1,1,1,controlled_simulation
RN-01133,2026-08-29T12:06:12,social_shout_laughter,0.1919,0.7725,0.0973,2225.4,-20.274,1,3.341,1.162,8.743,3.889,0,5.91,25.4,83.0,12,0,1.0,1,0,0,0,controlled_simulation
RN-00986,2026-08-04T08:28:53,exercise_running,0.0701,0.3959,0.0982,2004.5,-16.545,0,4.264,1.761,13.066,6.394,0,14.06,33.9,122.2,8,0,12.1,2,0,0,0,controlled_simulation
RN-00399,2026-08-18T21:54:13,normal_day_walk,0.0619,0.1228,0.1002,2180.4,-12.266,0,5.063,0.897,10.612,2.773,0,5.64,14.7,197.7,21,0,25.2,0,0,0,0,controlled_simulation
RN-01512,2026-08-14T23:43:30,suspicious_night_deviation,0.0861,0.0879,0.1396,1756.5,-15.776,0,3.975,1.06,5.258,5.697,0,2.32,382.8,338.8,23,1,131.1,1,0,0,0,controlled_simulation
